VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
4961, 2027, -0.06815,  0.07468,  0.0013,  0.96238, -0.11015, -0.03779, -0.0272, -0.77576,  0.66981, -1.00,  0.362,  0.0489,  0.48817,  0.01945
4962, 1742, -0.10474,  0.05775, -0.02716, -0.01829,  0.83131, -0.37886, -0.30203,  0.47436,  0.59104, -1.00,  0.3477,  0.6937,  0.33446,  0.52521
4963, 1743, -0.10461,  0.06537, -0.02553, -0.88912,  0.19722, -0.35773, -0.22883,  0.53169,  0.67089, -1.00,  0.38402,  0.68346,  0.37251,  0.51365
4964, 1739, -0.10378,  0.0656, -0.02816, -0.83564,  0.22265, -0.34721, -0.25541,  0.37937,  0.67891, -1.00,  0.3793,  0.6785,  0.36339,  0.50604
4965, 2251, -0.06843,  0.07698, -0.01008, -0.75295, -0.56407,  0.08831,  0.08357, -0.29633, -0.95333,  1.00,  0.5218,  0.0685,  0.3997,  0.02792
4966, 2249, -0.06075,  0.07422, -0.00943, -0.45187, -0.72975,  0.55391,  0.09126, -0.65169, -0.77005,  1.00,  0.5473,  0.1142,  0.40885,  0.04431
4967, 2252, -0.06095,  0.07533, -0.00691, -0.32449, -0.98128,  0.06603,  0.13944, -0.11351, -0.98393,  1.00,  0.5063,  0.1142,  0.39415,  0.04431
4968, 2072, -0.06775,  0.07417, -0.00708, -0.99008,  0.24804, -0.06846,  0.02166,  0.35055,  0.93921, -1.00,  0.4232,  0.1391,  0.43218,  0.06045
4969, 2067, -0.06767,  0.0742, -0.00498, -0.98186,  0.27882,  0.06493,  0.10749,  0.18668,  0.97734, -1.00,  0.4315,  0.1416,  0.43516,  0.06134
4970, 2068, -0.06694,  0.07639, -0.00542, -0.66928,  0.74659,  0.23065,  0.43049,  0.08049,  0.90393, -1.00,  0.431,  0.1325,  0.43498,  0.05808
4971, 1213, -0.0699,  0.0768,  0.00633,  0.25945,  0.42234,  0.63513, -0.32832,  0.80543, -0.5993, -1.00,  0.5758,  0.4803,  0.38689,  0.05635
4972, 1214, -0.06978,  0.07619,  0.00609,  0.48317, -0.39432, -0.69406,  0.95413,  0.7669, -0.03332, -1.00,  0.5711,  0.4794,  0.38295,  0.0557
4973, 1212, -0.06913,  0.07609,  0.00565,  1.04562, -0.30638, -0.31124,  0.12134, -0.533,  0.99888, -1.00,  0.5657,  0.4812,  0.37739,  0.05729
4974, 1744, -0.10169,  0.06475, -0.03435, -0.74153,  0.20343, -0.29378, -0.2329,  0.19468,  0.64186, -1.00,  0.352,  0.6755,  0.32562,  0.50008
4975, 1742, -0.10474,  0.05775, -0.02716, -0.01829,  0.83131, -0.37886, -0.30203,  0.47436,  0.59104, -1.00,  0.3477,  0.6937,  0.33446,  0.52521
4976, 1741, -0.10268,  0.06554, -0.03116, -0.78721,  0.18979, -0.34498, -0.28465,  0.24901,  0.65547, -1.00,  0.3643,  0.6764,  0.34427,  0.50182
4977, 1976, -0.0627,  0.07587, -0.01086, -0.36247, -0.83915,  0.31988,  0.12452,  0.34025,  0.83991, -1.00,  0.6772,  0.1224,  0.59949,  0.02863
4978, 1977, -0.058,  0.07609, -0.00683, -0.56295, -0.80455,  0.0398, -0.05371,  0.08894,  0.99459, -1.00,  0.6908,  0.1408,  0.60607,  0.03494
4979, 1978, -0.06239,  0.07679, -0.0071, -0.37608, -0.89925,  0.05671,  0.04042,  0.05564,  0.90306, -1.00,  0.6908,  0.1224,  0.60607,  0.02834
4980, 298, -0.06238,  0.0789,  0.00571,  0.10687,  0.91674,  0.36827,  0.22811, -0.3909,  0.87292, -1.00,  0.5822,  0.4497,  0.5752,  0.26993
4981, 307, -0.06044,  0.07829,  0.00666,  0.16301,  0.93246,  0.32966,  0.11716, -0.37219,  0.91221, -1.00,  0.5864,  0.4432,  0.58244,  0.26196
4982, 306, -0.05891,  0.07884,  0.00403,  0.18013,  0.92262,  0.3323,  0.12828, -0.36013,  0.90919, -1.00,  0.569,  0.434,  0.56698,  0.25447
4983, 1197, -0.09853,  0.07111,  0.02173, -0.21062,  0.93334,  0.20163, -0.06697, -0.2485,  0.93557, -1.00,  0.6577,  0.6419,  0.68092,  0.46802
4984, 115, -0.09478,  0.07339,  0.0188, -0.36751,  0.90826,  0.1919, -0.13063, -0.27859,  0.95018, -1.00,  0.6439,  0.6264,  0.66161,  0.45007
4985, 121, -0.09868,  0.07171,  0.01768, -0.29347,  0.92529,  0.12081, -0.07597, -0.17928,  0.95012, -1.00,  0.639,  0.6441,  0.65934,  0.46933
4986, 718, -0.04694,  0.08044, -0.00666,  0.5385,  0.95142, -0.05321, -0.05278,  0.09099,  1.09284, -1.00,  0.5001,  0.3837,  0.50,  0.19615
4987, 717, -0.04947,  0.08116, -0.0024,  0.23038,  1.0265,  0.2087, -0.1116, -0.18592,  1.05803, -1.00,  0.5203,  0.3916,  0.52199,  0.20673
4988, 715, -0.04724,  0.0803, -0.00207,  0.50257,  0.92755,  0.25418, -0.15657, -0.20288,  1.05926, -1.00,  0.5198,  0.3837,  0.52263,  0.19658
4989, 1750, -0.10196,  0.06038, -0.04341, -0.63185,  0.51748,  0.0213,  0.2335,  0.22395,  0.7397, -1.00,  0.323,  0.6808,  0.28051,  0.50803
4990, 1749, -0.10131,  0.06203, -0.04108, -0.68159,  0.37682, -0.03298,  0.1294,  0.26931,  0.69811, -1.00,  0.3319,  0.6781,  0.2947,  0.50306
4991, 1757, -0.10099,  0.06257, -0.0414, -0.42426,  0.59754, -0.2689,  0.09891,  0.3722,  0.65688, -1.00,  0.3276,  0.6729,  0.29237,  0.50062
4992, 280, -0.06698,  0.07817,  0.00893,  0.05723,  0.99475,  0.19546,  0.19031, -0.23857,  0.95683, -1.00,  0.6015,  0.4739,  0.59447,  0.29242
4993, 308, -0.06255,  0.07786,  0.00914,  0.14455,  0.94878,  0.30872,  0.08617, -0.34894,  0.93175, -1.00,  0.6009,  0.4557,  0.59714,  0.27319
4994, 282, -0.06436,  0.07849,  0.00792,  0.02927,  0.96378,  0.2997,  0.16766, -0.32948,  0.92779, -1.00,  0.5943,  0.4604,  0.58691,  0.27936
4995, 1515, -0.1063,  0.06767,  0.00781, -0.74633,  0.5302,  0.37951,  0.10165, -0.55395,  0.77278, -1.00,  0.6063,  0.6857,  0.6149,  0.5144
4996, 1516, -0.10676,  0.06797,  0.00648,  0.01747,  0.98549,  0.30688, -0.14507, -0.29376,  0.89767, -1.00,  0.59497,  0.6902,  0.60794,  0.51877
4997, 1517, -0.10707,  0.06771,  0.00738, -0.12395,  0.72057,  0.60656,  0.04525, -0.66664,  0.69181, -1.00,  0.6048,  0.6903,  0.6111,  0.51783
4998, 1267, -0.06978,  0.07678,  0.00598, -1.23318, -0.11541, -0.25066, -0.12719,  0.9819,  0.22721, -1.00,  0.5768,  0.4777,  0.38853,  0.05405
4999, 1266, -0.06946,  0.07625,  0.0045, -0.99813, -0.31889, -0.23959, -0.41572,  0.05317,  0.82741, -1.00,  0.5719,  0.4757,  0.38344,  0.05171
5000, 1268, -0.06949,  0.07591,  0.00582, -1.03794, -0.31032, -0.46349, -0.3538,  0.94809, -0.07852, -1.00,  0.5733,  0.4776,  0.38472,  0.05403
5001, 717, -0.04947,  0.08116, -0.0024,  0.23038,  1.0265,  0.2087, -0.1116, -0.18592,  1.05803, -1.00,  0.5203,  0.3916,  0.52199,  0.20673
5002, 438, -0.05304,  0.08017,  0.00059,  0.03602,  0.98657,  0.33105, -0.07062, -0.32013,  0.99468, -1.00,  0.5396,  0.403,  0.54177,  0.22148
5003, 716, -0.05048,  0.07977,  0.00138,  0.22485,  0.93656,  0.44294, -0.14625, -0.42358,  0.96795, -1.00,  0.5388,  0.3927,  0.54338,  0.20936
5004, 849, -0.10773,  0.05632, -0.0502,  0.32539,  0.59659, -0.69689,  0.20029,  0.66301,  0.69023, -1.00,  0.2869,  0.704,  0.24762,  0.533
5005, 854, -0.11079,  0.0597, -0.04828,  0.20715,  0.65949, -0.68553,  0.02182,  0.6933,  0.68689, -1.00,  0.3025,  0.7141,  0.26578,  0.54721
5006, 1937, -0.11026,  0.06145, -0.04629,  0.39766,  0.71883, -0.51803, -0.12509,  0.62031,  0.7382, -1.00,  0.3111,  0.7111,  0.27307,  0.54322
5007, 113, -0.08959,  0.07534,  0.01859, -0.33648,  0.91146,  0.21684, -0.20135, -0.32045,  0.92144, -1.00,  0.648,  0.6029,  0.6637,  0.42364
5008, 114, -0.09442,  0.07251,  0.02343, -0.30183,  0.91048,  0.27661, -0.14149, -0.35212,  0.92376, -1.00,  0.664,  0.6223,  0.68444,  0.44753
5009, 112, -0.08896,  0.07427,  0.02352, -0.26577,  0.89854,  0.33655, -0.1942, -0.41396,  0.88526, -1.00,  0.669,  0.5952,  0.68645,  0.41769
5010, 2191, -0.06542,  0.07391, -0.01193,  0.27458,  0.57477, -0.69853, -0.59364,  0.82105,  0.20015, -1.00,  0.40436,  0.1388,  0.42543,  0.06034
5011, 2189, -0.06682,  0.07347, -0.01168, -0.70399,  0.44011, -0.59127, -0.60005,  0.21456,  0.7804, -1.00,  0.40936,  0.1423,  0.42722,  0.0616
5012, 2193, -0.06676,  0.07608, -0.00913, -0.64439,  0.69253, -0.40389, -0.51564,  0.06633,  0.85942, -1.00,  0.41546,  0.1325,  0.42941,  0.05808
5013, 1198, -0.10188,  0.07047,  0.01938, -0.17395,  0.8801,  0.12219,  0.04435, -0.15484,  0.83075, -1.00,  0.6519,  0.6576,  0.67757,  0.48455
5014, 121, -0.09868,  0.07171,  0.01768, -0.29347,  0.92529,  0.12081, -0.07597, -0.17928,  0.95012, -1.00,  0.639,  0.6441,  0.65934,  0.46933
5015, 123, -0.10217,  0.07075,  0.01585, -0.21648,  0.91957,  0.05824,  0.03492, -0.08419,  0.87216, -1.00,  0.6356,  0.6592,  0.65685,  0.48549
5016, 1209, -0.06878,  0.07646,  0.00454,  1.02978, -0.39143, -0.37268,  0.13434, -0.71758,  0.9967, -1.00,  0.5562,  0.4818,  0.36908,  0.05862
5017, 1211, -0.06944,  0.07687,  0.00597,  1.20408,  0.20787,  0.29868, -0.30476, -0.06365,  1.04427, -1.00,  0.5704,  0.4839,  0.38131,  0.05987
5018, 1212, -0.06913,  0.07609,  0.00565,  1.04562, -0.30638, -0.31124,  0.12134, -0.533,  0.99888, -1.00,  0.5657,  0.4812,  0.37739,  0.05729
5019, 2189, -0.06682,  0.07347, -0.01168, -0.70399,  0.44011, -0.59127, -0.60005,  0.21456,  0.7804, -1.00,  0.40936,  0.1423,  0.42722,  0.0616
5020, 2192, -0.06747,  0.07385, -0.00927, -0.96957,  0.25676, -0.20062, -0.20201, -0.02372,  0.97991, -1.00,  0.41496,  0.1416,  0.42923,  0.06134
5021, 2193, -0.06676,  0.07608, -0.00913, -0.64439,  0.69253, -0.40389, -0.51564,  0.06633,  0.85942, -1.00,  0.41546,  0.1325,  0.42941,  0.05808
5022, 1506, -0.10484,  0.06946,  0.01446, -0.81508,  0.23784,  0.23199,  0.21862, -0.13517,  0.71176, -1.00,  0.6359,  0.6764,  0.65573,  0.50182
5023, 1512, -0.10385,  0.06993,  0.01786, -0.46306,  0.67602,  0.14354,  0.1558, -0.10635,  0.70151, -1.00,  0.6472,  0.67,  0.67467,  0.49751
5024, 1509, -0.10451,  0.07014,  0.01443, -0.46653,  0.75185,  0.1023,  0.17901, -0.05917,  0.73863, -1.00,  0.6337,  0.6708,  0.65518,  0.49909
5025, 1307, -0.06788,  0.07393, -0.02002,  1.00847, -0.2424,  0.45614, -0.21204,  0.6895,  0.88099, -1.00,  0.4345,  0.4812,  0.24729,  0.05721
5026, 1304, -0.06939,  0.07226, -0.0188,  0.36605, -0.73606,  0.98645, -0.31489,  0.93044,  0.84388, -1.00,  0.4482,  0.4769,  0.26099,  0.05291
5027, 1308, -0.07037,  0.0711, -0.02033,  0.32372, -0.31704,  0.90035, -1.01761,  0.49067,  0.48304, -1.00,  0.4357,  0.4769,  0.24849,  0.05291
5028, 2094, -0.06142,  0.07585,  0.00103,  0.00921,  0.82103,  0.60599,  0.01284, -0.62567,  0.80271, -1.00,  0.5473,  0.0085,  0.40885,  0.00641
5029, 2095, -0.06829,  0.07739, -0.00218, -0.41955,  0.84234,  0.30246,  0.03648, -0.36088,  0.93987, -1.00,  0.5326,  0.0613,  0.40358,  0.02534
5030, 2092, -0.06823,  0.07585,  0.00076, -0.43955,  0.71805,  0.47877, -0.05662, -0.62099,  0.80377, -1.00,  0.5473,  0.0613,  0.40885,  0.02534
5031, 4, -0.10658,  0.06102,  0.01169, -0.04784,  0.88225,  0.23299,  0.24029, -0.36792,  0.68736, -1.00,  0.6525,  0.6937,  0.66554,  0.52521
5032, 197, -0.1172,  0.07176,  0.01567,  0.45867,  0.60602,  0.20794, -0.18484, -0.10816,  0.75952, -1.00,  0.6467,  0.7143,  0.66877,  0.55628
5033, 199, -0.11695,  0.07098,  0.01972,  0.53055,  0.63125,  0.20197, -0.05201, -0.20755,  0.82192, -1.00,  0.6592,  0.7141,  0.686,  0.55467
5034, 2250, -0.068,  0.07598, -0.01237, -0.78738, -0.50327,  0.21764,  0.10231, -0.56995, -0.8269,  1.00,  0.5341,  0.0685,  0.40411,  0.02792
5035, 2247, -0.06762,  0.07359, -0.01479, -0.8175, -0.32535,  0.44062, -0.00077, -0.84137, -0.5817,  1.00,  0.5473,  0.0685,  0.40885,  0.02792
5036, 2249, -0.06075,  0.07422, -0.00943, -0.45187, -0.72975,  0.55391,  0.09126, -0.65169, -0.77005,  1.00,  0.5473,  0.1142,  0.40885,  0.04431
5037, 1739, -0.10378,  0.0656, -0.02816, -0.83564,  0.22265, -0.34721, -0.25541,  0.37937,  0.67891, -1.00,  0.3793,  0.6785,  0.36339,  0.50604
5038, 1741, -0.10268,  0.06554, -0.03116, -0.78721,  0.18979, -0.34498, -0.28465,  0.24901,  0.65547, -1.00,  0.3643,  0.6764,  0.34427,  0.50182
5039, 1742, -0.10474,  0.05775, -0.02716, -0.01829,  0.83131, -0.37886, -0.30203,  0.47436,  0.59104, -1.00,  0.3477,  0.6937,  0.33446,  0.52521
5040, 2197, -0.06775,  0.07417, -0.00708, -0.99008,  0.24804, -0.06846, -0.11423, -0.19094,  0.97773, -1.00,  0.42326,  0.1391,  0.4322,  0.06045
5041, 2193, -0.06676,  0.07608, -0.00913, -0.64439,  0.69253, -0.40389, -0.51564,  0.06633,  0.85942, -1.00,  0.41546,  0.1325,  0.42941,  0.05808
5042, 2192, -0.06747,  0.07385, -0.00927, -0.96957,  0.25676, -0.20062, -0.20201, -0.02372,  0.97991, -1.00,  0.41496,  0.1416,  0.42923,  0.06134
5043, 282, -0.06436,  0.07849,  0.00792,  0.02927,  0.96378,  0.2997,  0.16766, -0.32948,  0.92779, -1.00,  0.5943,  0.4604,  0.58691,  0.27936
5044, 307, -0.06044,  0.07829,  0.00666,  0.16301,  0.93246,  0.32966,  0.11716, -0.37219,  0.91221, -1.00,  0.5864,  0.4432,  0.58244,  0.26196
5045, 298, -0.06238,  0.0789,  0.00571,  0.10687,  0.91674,  0.36827,  0.22811, -0.3909,  0.87292, -1.00,  0.5822,  0.4497,  0.5752,  0.26993
5046, 64, -0.1062,  0.06877,  0.00855, -0.85613,  0.46367,  0.16525,  0.15785, -0.11349,  0.83325, -1.00,  0.6078,  0.6811,  0.6187,  0.51098
5047, 1510, -0.1063,  0.06767,  0.00781, -0.74633,  0.5302,  0.37951,  0.10165, -0.55395,  0.77278, -1.00,  0.6063,  0.6857,  0.6149,  0.5144
5048, 1508, -0.10627,  0.06821,  0.00882, -0.91767,  0.24645,  0.23354,  0.15934, -0.41187,  0.76819, -1.00,  0.61618,  0.68346,  0.62749,  0.51364
5049, 858, -0.11589,  0.05996, -0.05026,  0.08566,  0.62609, -0.66766, -0.04814,  0.66901,  0.62981, -1.00,  0.3062,  0.7356,  0.26775,  0.57412
5050, 855, -0.11213,  0.05829, -0.05055,  0.18916,  0.61958, -0.72905,  0.10455,  0.70612,  0.67174, -1.00,  0.2931,  0.7176,  0.25686,  0.55205
5051, 859, -0.11332,  0.05596, -0.05279,  0.13345,  0.52185, -0.7962,  0.13119,  0.78077,  0.54783, -1.00,  0.28,  0.7219,  0.24432,  0.55842
5052, 107, -0.08013,  0.07782,  0.01595, -0.11558,  0.9531,  0.26091, -0.27759, -0.2874,  0.91015, -1.00,  0.6409,  0.5636,  0.65358,  0.37518
5053, 111, -0.08275,  0.07572,  0.02251, -0.14138,  0.90061,  0.39636, -0.25474, -0.43915,  0.85572, -1.00,  0.6698,  0.5664,  0.68476,  0.38568
5054, 108, -0.07586,  0.07608,  0.0211,  0.02849,  0.89126,  0.43958, -0.29444, -0.42386,  0.84952, -1.00,  0.6649,  0.5367,  0.6768,  0.35331
5055, 1514, -0.1063,  0.06767,  0.00781, -0.74633,  0.5302,  0.37951,  0.10165, -0.55395,  0.77278, -1.00,  0.6063,  0.6857,  0.6149,  0.5144
5056, 54, -0.10629,  0.06822,  0.00678, -0.39976,  0.92873,  0.16299, -0.04841, -0.19872,  0.89599, -1.00,  0.5961,  0.6862,  0.60937,  0.51526
5057, 55, -0.10676,  0.06797,  0.00648,  0.01747,  0.98549,  0.30688, -0.14507, -0.29376,  0.89767, -1.00,  0.59497,  0.6902,  0.60794,  0.51877
5058, 1285, -0.06834,  0.07429, -0.01903, -1.01898, -0.2829,  0.19225,  0.37293, -0.00152,  0.85195, -1.00,  0.4283,  0.4757,  0.24109,  0.05171
5059, 1284, -0.06823,  0.07373, -0.02026, -1.07996, -0.23781,  0.40677,  0.35212, -0.9452,  0.11321, -1.00,  0.4269,  0.4776,  0.23969,  0.05361
5060, 1286, -0.06678,  0.07056, -0.02047, -0.38897, -0.35038,  0.56156, -0.43587,  0.81343,  0.32907, -1.00,  0.4314,  0.4769,  0.24419,  0.05291
5061, 1213, -0.0699,  0.0768,  0.00633,  0.25945,  0.42234,  0.63513, -0.32832,  0.80543, -0.5993, -1.00,  0.5758,  0.4803,  0.38689,  0.05635
5062, 1212, -0.06913,  0.07609,  0.00565,  1.04562, -0.30638, -0.31124,  0.12134, -0.533,  0.99888, -1.00,  0.5657,  0.4812,  0.37739,  0.05729
5063, 1211, -0.06944,  0.07687,  0.00597,  1.20408,  0.20787,  0.29868, -0.30476, -0.06365,  1.04427, -1.00,  0.5704,  0.4839,  0.38131,  0.05987
5064, 689, -0.06135,  0.07123, -0.02959,  0.34376,  0.76389, -0.53749,  0.07266,  0.55897,  0.81843, -1.00,  0.3649,  0.4625,  0.35686,  0.28237
5065, 690, -0.06598,  0.0739, -0.02823,  0.23591,  0.87144, -0.44109,  0.04164,  0.46565,  0.87793, -1.00,  0.3727,  0.4929,  0.37206,  0.30647
5066, 691, -0.062,  0.07361, -0.02697,  0.25816,  0.85536, -0.45041,  0.00649,  0.48103,  0.87134, -1.00,  0.3793,  0.4688,  0.3787,  0.28554
5067, 236, -0.12514,  0.06941,  0.03022, -0.04945,  0.71157,  0.39961,  0.01715, -0.40744,  0.70824, -1.00,  0.6708,  0.7554,  0.70997,  0.60172
5068, 227, -0.11994,  0.0669,  0.03292,  0.02636,  0.72834,  0.5603, -0.01768, -0.55552,  0.73323, -1.00,  0.694,  0.7356,  0.73225,  0.57412
5069, 231, -0.12348,  0.07037,  0.02797,  0.02951,  0.79353,  0.36953,  0.02577, -0.36718,  0.79502, -1.00,  0.667,  0.7435,  0.70456,  0.58548
5070, 872, -0.11941,  0.05623, -0.05423, -0.03489,  0.42003, -0.67973,  0.20089,  0.67148,  0.38642, -1.00,  0.2877,  0.7542,  0.24612,  0.6044
5071, 873, -0.12554,  0.05225, -0.05635, -0.1202,  0.37514, -0.78239,  0.24158,  0.77329,  0.3334, -1.00,  0.2729,  0.7626,  0.22945,  0.62815
5072, 871, -0.13077,  0.05799, -0.05155, -0.21579,  0.52254, -0.67986,  0.10789,  0.71258,  0.51233, -1.00,  0.3153,  0.7802,  0.27007,  0.64827
5073, 695, -0.05743,  0.07498, -0.02231,  0.26884,  0.84331, -0.49187, -0.06957,  0.52517,  0.85935, -1.00,  0.4088,  0.4353,  0.40715,  0.25393
5074, 693, -0.05903,  0.07386, -0.02492,  0.27821,  0.83854, -0.47339, -0.03125,  0.50761,  0.85712, -1.00,  0.3917,  0.4483,  0.38951,  0.26655
5075, 511, -0.06099,  0.07516, -0.02323,  0.18098,  0.88597, -0.44576, -0.17216,  0.49719,  0.84882, -1.00,  0.3993,  0.4557,  0.40286,  0.27319
5076, 2106, -0.06848,  0.07682, -0.00234, -0.94593, -0.19297, -0.05853,  0.01817, -0.42488,  0.91555, -1.00,  0.5341,  0.0685,  0.40411,  0.02792
5077, 2107, -0.06836,  0.07485,  0.00046, -0.92827, -0.17644, -0.25468, -0.06313, -0.73384,  0.70977, -1.00,  0.5473,  0.0685,  0.40885,  0.02792
5078, 2108, -0.06823,  0.07585,  0.00076, -0.75576,  0.50508,  0.31436, -0.05662, -0.62099,  0.80377, -1.00,  0.5473,  0.0613,  0.40885,  0.02534
5079, 2090, -0.06583,  0.07659, -0.0053,  0.68054,  0.61261,  0.21588,  0.54585, -0.61678,  0.6099, -1.00,  0.4345,  0.1293,  0.43623,  0.05693
5080, 2088, -0.06524,  0.07317, -0.0069,  1.01127,  0.12754,  0.03822,  0.14148, -0.99801, -0.23833, -1.00,  0.4531,  0.1212,  0.4429,  0.05403
5081, 2091, -0.06586,  0.07689, -0.00722,  0.67036,  0.6693, -0.02335,  0.72027, -0.41531,  0.59228, -1.00,  0.4232,  0.1212,  0.43218,  0.05403
5082, 1199, -0.10385,  0.06993,  0.01786, -0.46306,  0.67602,  0.14354,  0.1558, -0.10635,  0.70151, -1.00,  0.6472,  0.67,  0.67467,  0.49751
5083, 123, -0.10217,  0.07075,  0.01585, -0.21648,  0.91957,  0.05824,  0.03492, -0.08419,  0.87216, -1.00,  0.6356,  0.6592,  0.65685,  0.48549
5084, 125, -0.10451,  0.07014,  0.01443, -0.46653,  0.75185,  0.1023,  0.17901, -0.05917,  0.73863, -1.00,  0.6337,  0.6708,  0.65518,  0.49909
5085, 305, -0.05606,  0.0792,  0.00244,  0.09715,  0.95355,  0.32021, -0.00112, -0.3144,  0.96188, -1.00,  0.5556,  0.4189,  0.5562,  0.23882
5086, 302, -0.058,  0.07951,  0.00107,  0.17706,  0.94326,  0.24964,  0.14405, -0.26662,  0.93792, -1.00,  0.5533,  0.4288,  0.5508,  0.24998
5087, 306, -0.05891,  0.07884,  0.00403,  0.18013,  0.92262,  0.3323,  0.12828, -0.36013,  0.90919, -1.00,  0.569,  0.434,  0.56698,  0.25447
5088, 1249, -0.06978,  0.07619,  0.00609,  0.20094, -0.59984, -0.59729,  0.95413,  0.7669, -0.03332, -1.00,  0.5711,  0.4794,  0.38295,  0.0557
5089, 1250, -0.0699,  0.0768,  0.00633, -0.08573,  0.07733,  0.611, -0.32832,  0.80543, -0.5993, -1.00,  0.5758,  0.4803,  0.38689,  0.05635
5090, 1251, -0.06978,  0.07678,  0.00598, -0.81176, -0.39865, -0.21263, -0.12719,  0.9819,  0.22721, -1.00,  0.5768,  0.4777,  0.38853,  0.05405
5091, 689, -0.06135,  0.07123, -0.02959,  0.34376,  0.76389, -0.53749,  0.07266,  0.55897,  0.81843, -1.00,  0.3649,  0.4625,  0.35686,  0.28237
5092, 688, -0.06557,  0.07233, -0.03095,  0.24609,  0.80854, -0.52721,  0.1333,  0.51266,  0.84087, -1.00,  0.3559,  0.4948,  0.3495,  0.31061
5093, 690, -0.06598,  0.0739, -0.02823,  0.23591,  0.87144, -0.44109,  0.04164,  0.46565,  0.87793, -1.00,  0.3727,  0.4929,  0.37206,  0.30647
5094, 873, -0.12554,  0.05225, -0.05635, -0.1202,  0.37514, -0.78239,  0.24158,  0.77329,  0.3334, -1.00,  0.2729,  0.7626,  0.22945,  0.62815
5095, 874, -0.13873,  0.05275, -0.05357, -0.21861,  0.51486, -0.77692,  0.08326,  0.8056,  0.51044, -1.00,  0.303,  0.7959,  0.25711,  0.68177
5096, 871, -0.13077,  0.05799, -0.05155, -0.21579,  0.52254, -0.67986,  0.10789,  0.71258,  0.51233, -1.00,  0.3153,  0.7802,  0.27007,  0.64827
5097, 1725, -0.10166,  0.06081, -0.04396, -0.38806,  0.64834, -0.30996,  0.24267,  0.43295,  0.64013, -1.00,  0.3162,  0.6767,  0.27615,  0.50569
5098, 1730, -0.10099,  0.06257, -0.0414, -0.42426,  0.59754, -0.2689,  0.09891,  0.3722,  0.65688, -1.00,  0.3276,  0.6729,  0.29237,  0.50062
5099, 1727, -0.0989,  0.06263, -0.04321, -0.07318,  0.73919, -0.49497,  0.08163,  0.51466,  0.71328, -1.00,  0.316,  0.6601,  0.28525,  0.48896
5100, 1509, -0.10451,  0.07014,  0.01443, -0.46653,  0.75185,  0.1023,  0.17901, -0.05917,  0.73863, -1.00,  0.6337,  0.6708,  0.65518,  0.49909
5101, 1507, -0.10567,  0.06894,  0.01143, -0.86323,  0.27022,  0.22413,  0.18624, -0.2601,  0.75348, -1.00,  0.6209,  0.6785,  0.63661,  0.50604
5102, 1506, -0.10484,  0.06946,  0.01446, -0.81508,  0.23784,  0.23199,  0.21862, -0.13517,  0.71176, -1.00,  0.6359,  0.6764,  0.65573,  0.50182
5103, 64, -0.1062,  0.06877,  0.00855, -0.85613,  0.46367,  0.16525,  0.15785, -0.11349,  0.83325, -1.00,  0.6078,  0.6811,  0.6187,  0.51098
5104, 1511, -0.10629,  0.06822,  0.00678, -0.39976,  0.92873,  0.16299, -0.04841, -0.19872,  0.89599, -1.00,  0.5961,  0.6862,  0.60937,  0.51526
5105, 1510, -0.1063,  0.06767,  0.00781, -0.74633,  0.5302,  0.37951,  0.10165, -0.55395,  0.77278, -1.00,  0.6063,  0.6857,  0.6149,  0.5144
5106, 2043, -0.06827,  0.07676, -0.00104,  0.81625, -0.44319, -0.20145, -0.03523, -0.52289,  0.86694, -1.00,  0.3449,  0.0504,  0.48204,  0.01999
5107, 2040, -0.06815,  0.07468,  0.0013,  0.83834, -0.33516, -0.33997, -0.0272, -0.77576,  0.66981, -1.00,  0.362,  0.0489,  0.48817,  0.01945
5108, 2042, -0.07502,  0.07437, -0.00292,  0.47171, -0.75309, -0.50805, -0.04042, -0.60507,  0.81594, -1.00,  0.362,  0.0069,  0.48817,  0.0044
5109, 2215, -0.06564,  0.07627, -0.00918,  0.70295,  0.57415, -0.24849, -0.59678,  0.70459,  0.4447, -1.00,  0.41196,  0.1293,  0.42815,  0.05693
5110, 2216, -0.06586,  0.07689, -0.00722,  0.67036,  0.6693, -0.02335, -0.77031,  0.50158,  0.44395, -1.00,  0.42326,  0.1212,  0.4322,  0.05403
5111, 2213, -0.06524,  0.07317, -0.0069,  1.01127,  0.12754,  0.03822, -0.11007,  0.94385, -0.41216, -1.00,  0.39336,  0.1212,  0.42148,  0.05403
5112, 1508, -0.10627,  0.06821,  0.00882, -0.91767,  0.24645,  0.23354,  0.15934, -0.41187,  0.76819, -1.00,  0.61618,  0.68346,  0.62749,  0.51364
5113, 1507, -0.10567,  0.06894,  0.01143, -0.86323,  0.27022,  0.22413,  0.18624, -0.2601,  0.75348, -1.00,  0.6209,  0.6785,  0.63661,  0.50604
5114, 64, -0.1062,  0.06877,  0.00855, -0.85613,  0.46367,  0.16525,  0.15785, -0.11349,  0.83325, -1.00,  0.6078,  0.6811,  0.6187,  0.51098
